,wheat,corn,dairy,beef,chicken,rice,apple,potatoes,broccoli,carrots,target
315,1.0,1.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,none
316,4.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,none
317,5.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,none
318,4.0,3.0,4.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,none
319,2.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,2.0,none
320,2.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,none
321,3.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,4.0,3.0,none
322,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,none
323,3.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,none
324,4.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,1.0,4.0,none
325,2.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,none
326,2.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,none
327,4.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,none
328,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,none
329,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,none
330,1.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,none
331,3.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,none
332,1.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,none
333,5.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,none
334,4.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,none
335,4.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,none
336,4.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,1.0,4.0,none
337,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,none
338,1.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,none
339,4.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,none
340,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,1.0,none
341,5.0,1.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,none
342,4.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,none
343,3.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,none
344,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,none
345,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,chicken
346,3.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0,1.0,3.0,none
347,2.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,none
348,5.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,3.0,none
349,3.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,none
350,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,none
351,4.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,none
352,2.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,1.0,3.0,none
353,4.0,4.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,none
354,1.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,none
355,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,none
356,3.0,1.0,4.0,1.0,5.0,4.0,3.0,1.0,5.0,2.0,none
357,4.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,none
358,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,none
359,1.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,none
360,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,none
361,4.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,none
362,4.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,none
363,4.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,none
364,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,none
365,4.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,3.0,2.0,none
366,4.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,none
367,1.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,rice
368,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,none
369,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,none
370,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,2.0,none
371,3.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,none
372,3.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,4.0,none
373,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,none
374,2.0,2.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,none
375,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,2.0,none
376,2.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,none
377,4.0,2.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,none
378,4.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,none
379,4.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,none
380,4.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,none
381,1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,2.0,none
382,3.0,2.0,1.0,4.0,1.0,5.0,3.0,5.0,1.0,4.0,none
383,4.0,4.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,5.0,none
384,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,none
385,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,none
386,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,none
387,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,none
388,5.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,chicken
389,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,none
390,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,none
391,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,none
392,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,none
393,2.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,none
394,4.0,5.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,none
395,4.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,none
396,1.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,none
397,3.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,none
398,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,none
399,4.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,none
400,3.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,none
401,2.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,none
402,4.0,4.0,5.0,1.0,3.0,2.0,5.0,4.0,1.0,4.0,none
403,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,5.0,4.0,none
404,4.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,none
405,5.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,none
406,4.0,1.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,none
407,3.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,none
408,4.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0,none
409,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,none
410,5.0,4.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,none
411,4.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,none
412,1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,none
413,4.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,none
414,3.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,none
415,3.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,none
416,4.0,5.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,none
417,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,none
418,4.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,none
419,1.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,none
420,2.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,none
421,4.0,2.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,4.0,none
422,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,none
423,2.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,none
424,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,none
425,2.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,none
426,4.0,4.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,none
427,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,none
428,1.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,5.0,1.0,none
429,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,chicken
430,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,none
431,4.0,1.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,none
432,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,none
433,5.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,none
434,2.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,none
435,4.0,4.0,3.0,2.0,3.0,5.0,1.0,3.0,4.0,4.0,none
436,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,none
437,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,none
438,4.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,none
439,4.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,2.0,none
440,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,none
441,2.0,3.0,4.0,5.0,4.0,4.0,1.0,2.0,5.0,3.0,none
442,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,beef
443,4.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,none
444,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,none
445,2.0,4.0,5.0,2.0,5.0,4.0,1.0,4.0,4.0,2.0,none
446,4.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,4.0,5.0,none
447,1.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,none
448,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,none
449,3.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,none
450,4.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,none
451,1.0,5.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,none
452,3.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,none
453,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,none
454,1.0,4.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,none
455,1.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,none
456,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,none
457,5.0,2.0,4.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,none
458,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,none
459,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,none
460,1.0,3.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,none
461,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,none
462,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,none
463,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,none
464,5.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,none
465,3.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,none
466,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,none
467,1.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,none
468,2.0,4.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,none
469,2.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,1.0,none
470,3.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,none
471,4.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,4.0,2.0,carrots
472,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,carrots
473,2.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,none
474,3.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,apple
475,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,none
476,1.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,none
477,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,none
478,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,carrots
479,4.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,none
480,4.0,1.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,4.0,none
481,3.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,none
482,3.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,none
483,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,none
484,5.0,1.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,none
485,4.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,none
486,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,none
487,1.0,5.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,none
488,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,none
489,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,none
490,4.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,none
491,4.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,none
492,4.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,none
493,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,none
494,2.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,none
495,3.0,5.0,2.0,1.0,5.0,4.0,2.0,2.0,4.0,3.0,none
496,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,none
497,5.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,none
498,1.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,none
499,1.0,4.0,3.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0,none
500,1.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,4.0,none
501,4.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,none
502,4.0,1.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,none
503,2.0,4.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,none
504,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,none
505,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,none
506,1.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,none
507,5.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,none
508,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,none
509,3.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,none
510,5.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,1.0,none
511,5.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,none
512,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,none
513,4.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,none
514,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,none
515,5.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,none
516,5.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,none
517,3.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,none
518,4.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,none
519,1.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,none
520,3.0,4.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,none
521,1.0,4.0,3.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,none
522,4.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,none
523,4.0,3.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,none
524,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,none
525,2.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,none
526,4.0,4.0,2.0,5.0,1.0,3.0,5.0,4.0,5.0,4.0,none
527,4.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0,none
528,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,none
529,2.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,3.0,5.0,none
530,4.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,none
531,2.0,2.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,none
532,2.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,none
533,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,none
534,5.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,4.0,none
535,5.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,none
536,4.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,rice
537,3.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,none
538,1.0,1.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,none
539,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,none
540,2.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,none
541,4.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,none
542,2.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,none
543,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,none
544,2.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,none
545,5.0,2.0,4.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,none
546,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,none
547,5.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,none
548,3.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,none
549,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,5.0,3.0,none
550,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,none
551,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,none
552,2.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,none
553,2.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,none
554,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,none
555,4.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,none
556,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,none
557,4.0,4.0,3.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,none
558,2.0,1.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,none
559,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,none
560,3.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,none
561,2.0,4.0,1.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,none
562,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,none
563,2.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,none
564,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,none
565,4.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,none
566,1.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,none
567,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,none
568,3.0,4.0,4.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,none
569,2.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,none
570,4.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,none
571,1.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,none
572,3.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,none
573,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,none
574,4.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,none
575,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,wheat
576,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,none
577,1.0,1.0,4.0,5.0,1.0,3.0,1.0,2.0,5.0,4.0,none
578,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,none
579,2.0,2.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,5.0,none
580,4.0,1.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,none
581,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,none
582,4.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,none
583,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,1.0,3.0,none
584,3.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,none
585,4.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,none
586,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,none
587,4.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,none
588,3.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,1.0,none
589,4.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,corn
590,3.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,none
591,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,none
592,4.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0,4.0,none
593,2.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,none
594,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,none
595,5.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,none
596,5.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,none
597,4.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,none
598,4.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,none
599,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,none
600,4.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,none
601,3.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,none
602,4.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,none
603,1.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,none
604,4.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,none
605,4.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,none
606,4.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,none
607,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,none
608,3.0,4.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,none
609,4.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,none
610,5.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,4.0,none
611,1.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,none
612,1.0,4.0,4.0,2.0,1.0,2.0,5.0,2.0,5.0,4.0,none
613,4.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,none
614,1.0,4.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,none
615,1.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,none
616,4.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,none
617,1.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,none
618,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,none
619,4.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,none
620,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,none
621,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,1.0,2.0,none
622,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,none
623,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,none
624,1.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,none
625,5.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,none
626,4.0,4.0,4.0,3.0,5.0,5.0,1.0,2.0,2.0,4.0,none
627,5.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,none
628,4.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,none
629,1.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,none
630,3.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,5.0,4.0,none
